id;transaction_date;quantity_sold;start_of_day;waste;waste_percentage;sales_outlet_id;product_id
3747;02.04.2019;86;98;12;87;1678;2806
3748;22.04.2019;14;52;38;26;2606;2869
3749;28.08.2019;35;62;27;56;2271;447
3750;15.04.2019;64;80;16;80;3232;4671
3751;14.06.2019;40;74;34;54;2125;3959
3752;24.06.2019;63;102;39;61;2885;3065
3753;17.02.2020;27;38;11;71;2904;4892
3754;07.12.2019;44;71;27;61;4451;3587
3755;01.12.2019;99;136;37;72;1815;2454
3756;08.07.2019;85;93;8;91;2649;31
3757;29.06.2019;98;129;31;75;2412;2853
3758;25.06.2019;30;68;38;44;4832;3656
3759;17.01.2020;23;52;29;44;374;4602
3760;04.12.2019;50;86;36;58;3659;4140
3761;21.09.2019;67;92;25;72;2690;3009
3762;22.07.2019;55;63;8;87;1429;2345
3763;20.04.2019;79;107;28;73;1534;4999
3764;11.07.2019;82;119;37;68;2813;839
3765;26.04.2019;93;103;10;90;1867;2730
3766;14.10.2019;15;37;22;40;3005;2735
3767;18.07.2019;86;87;1;98;1428;2148
3768;21.09.2019;87;108;21;80;4631;1992
3769;11.11.2019;88;118;30;74;2939;484
3770;14.01.2020;15;28;13;53;859;3436
3771;31.07.2019;60;95;35;63;2547;3627
3772;20.02.2020;98;128;30;76;4079;2133
3773;25.05.2019;58;72;14;80;2383;2783
3774;06.10.2019;12;27;15;44;4624;4633
3775;08.12.2019;88;109;21;80;2205;2017
3776;07.07.2019;91;116;25;78;4028;4291
3777;15.07.2019;15;35;20;42;4262;4409
3778;25.10.2019;36;46;10;78;1368;872
3779;13.08.2019;8;14;6;57;2559;4842
3780;22.01.2020;9;33;24;27;3237;4769
3781;25.07.2019;44;62;18;70;4282;127
3782;17.07.2019;99;118;19;83;521;549
3783;23.11.2019;56;93;37;60;3497;2966
3784;01.09.2019;73;102;29;71;4668;1798
3785;11.12.2019;20;43;23;46;4060;4607
3786;22.09.2019;10;35;25;28;4028;3969
3787;07.02.2020;43;58;15;74;1522;3893
3788;21.04.2019;12;34;22;35;3208;1116
3789;18.10.2019;36;71;35;50;4274;2447
3790;20.11.2019;57;59;2;96;707;4955
3791;21.08.2019;6;23;17;26;2509;520
3792;12.09.2019;81;94;13;86;3387;1308
3793;05.09.2019;58;98;40;59;4826;414
3794;02.03.2020;64;88;24;72;1112;3750
3795;05.12.2019;60;70;10;85;2368;2382
3796;17.09.2019;65;72;7;90;1475;1568
3797;21.08.2019;100;126;26;79;1687;1327
3798;24.07.2019;98;120;22;81;4661;1688
3799;19.08.2019;70;75;5;93;4884;2989
3800;06.08.2019;45;62;17;72;4745;419
3801;22.08.2019;4;44;40;9;3390;422
3802;19.09.2019;90;109;19;82;4450;1296
3803;27.12.2019;34;65;31;52;3747;4563
3804;23.02.2020;90;126;36;71;795;819
3805;01.09.2019;11;33;22;33;4138;1074
3806;31.10.2019;66;89;23;74;3556;4479
3807;18.06.2019;47;69;22;68;2339;3962
3808;15.03.2020;67;99;32;67;2102;4344
3809;24.08.2019;97;115;18;84;4834;2307
3810;12.12.2019;7;33;26;21;3006;886
3811;21.02.2020;35;75;40;46;1845;3215
3812;15.05.2019;85;95;10;89;199;1040
3813;23.05.2019;5;34;29;14;4196;2896
3814;19.10.2019;91;111;20;81;2965;4175
3815;15.08.2019;51;79;28;64;4805;3047
3816;16.10.2019;2;6;4;33;4618;3159
3817;05.07.2019;18;35;17;51;493;3254
3818;05.04.2019;33;73;40;45;2147;1832
3819;10.11.2019;85;96;11;88;830;3940
3820;22.02.2020;26;53;27;49;2138;2052
3821;08.09.2019;26;32;6;81;4836;1041
3822;11.11.2019;6;16;10;37;1904;2730
3823;08.06.2019;23;45;22;51;1593;4403
3824;30.12.2019;67;73;6;91;1978;2377
3825;24.03.2020;69;96;27;71;195;1307
3826;03.03.2020;96;121;25;79;3495;2206
3827;07.11.2019;17;46;29;36;1959;4589
3828;18.12.2019;13;40;27;32;2563;1505
3829;03.01.2020;86;92;6;93;2443;2618
3830;22.04.2019;53;66;13;80;2899;3882
3831;24.10.2019;48;55;7;87;1380;3028
3832;23.03.2020;73;88;15;82;3772;3488
3833;14.11.2019;78;86;8;90;1877;4243
3834;14.01.2020;5;17;12;29;3655;1456
3835;10.08.2019;46;86;40;53;2786;2746
3836;26.09.2019;87;92;5;94;4072;152
3837;05.05.2019;3;23;20;13;3384;1108
3838;26.01.2020;2;10;8;20;3758;2027
3839;23.11.2019;28;53;25;52;3534;3380
3840;26.09.2019;52;73;21;71;312;4134
3841;10.03.2020;49;73;24;67;4131;4483
3842;04.04.2019;23;31;8;74;1516;40
3843;26.04.2019;7;41;34;17;3877;3742
3844;24.09.2019;63;90;27;70;1322;4223
3845;23.03.2020;83;122;39;68;2163;2256
3846;02.11.2019;87;104;17;83;3308;1329
3847;25.02.2020;9;17;8;52;1976;1408
3848;13.11.2019;100;118;18;84;4770;1352
3849;23.08.2019;86;120;34;71;4200;1163
3850;24.10.2019;23;41;18;56;76;3531
3851;01.09.2019;20;48;28;41;4266;1329
3852;06.08.2019;98;123;25;79;2350;4197
3853;10.01.2020;42;63;21;66;1758;562
3854;04.01.2020;3;18;15;16;3546;3637
3855;24.04.2019;62;92;30;67;2009;4418
3856;22.02.2020;8;40;32;20;1798;878
3857;20.11.2019;37;66;29;56;3304;103
3858;08.03.2020;15;30;15;50;3796;2576
3859;21.10.2019;25;44;19;56;2047;3291
3860;05.12.2019;97;121;24;80;4408;57
3861;22.10.2019;13;25;12;52;3361;2497
3862;05.04.2019;71;90;19;78;2627;2792
3863;02.05.2019;63;102;39;61;3409;3787
3864;16.01.2020;45;69;24;65;3509;4832
3865;07.05.2019;15;44;29;34;4967;638
3866;05.10.2019;56;66;10;84;4484;94
3867;15.03.2020;70;97;27;72;2881;4912
3868;05.05.2019;23;45;22;51;433;4935
3869;03.06.2019;38;44;6;86;1885;3987
3870;23.11.2019;79;81;2;97;3719;284
3871;02.02.2020;92;102;10;90;920;506
3872;11.07.2019;15;49;34;30;568;2761
3873;01.10.2019;56;69;13;81;4067;1293
3874;27.09.2019;8;25;17;32;4543;4345
3875;07.10.2019;63;70;7;90;3904;3133
3876;02.04.2019;87;117;30;74;1358;3366
3877;24.04.2019;19;31;12;61;4503;533
3878;18.09.2019;5;22;17;22;3715;4186
3879;11.06.2019;56;95;39;58;555;25
3880;20.02.2020;79;111;32;71;2389;1599
3881;11.11.2019;67;89;22;75;3898;1572
3882;09.10.2019;97;100;3;97;354;71
3883;21.08.2019;8;13;5;61;3474;318
3884;05.02.2020;93;113;20;82;375;3598
3885;26.06.2019;39;65;26;60;153;3264
3886;23.02.2020;86;117;31;73;3865;86
3887;02.10.2019;63;90;27;70;761;532
3888;19.04.2019;65;67;2;97;3821;2696
3889;03.07.2019;54;82;28;65;4803;3292
3890;05.07.2019;18;44;26;40;3928;3550
3891;10.03.2020;77;80;3;96;1134;2948
3892;21.03.2020;18;25;7;72;3340;2095
3893;12.07.2019;60;66;6;90;2562;4739
3894;15.02.2020;74;84;10;88;4021;4567
3895;22.02.2020;14;48;34;29;3703;489
3896;06.05.2019;1;33;32;3;4666;2758
3897;19.08.2019;1;10;9;10;2104;4758
3898;12.01.2020;83;100;17;83;4103;4990
3899;20.07.2019;93;98;5;94;478;3290
3900;08.05.2019;74;111;37;66;2115;1940
3901;12.04.2019;46;79;33;58;3419;3014
3902;21.02.2020;78;94;16;82;4907;2410
3903;21.08.2019;89;127;38;70;2463;3134
3904;23.12.2019;46;76;30;60;2282;4090
3905;14.02.2020;94;113;19;83;959;3230
3906;05.09.2019;63;95;32;66;2564;2861
3907;08.01.2020;54;94;40;57;561;4534
3908;05.11.2019;88;124;36;70;1932;2739
3909;28.04.2019;23;40;17;57;3106;3879
3910;01.03.2020;92;122;30;75;1864;2982
3911;02.11.2019;25;40;15;62;3898;245
3912;23.06.2019;41;52;11;78;4234;3595
3913;12.03.2020;36;72;36;50;4772;574
3914;13.04.2019;31;68;37;45;245;300
3915;22.06.2019;28;64;36;43;2252;3104
3916;05.09.2019;42;78;36;53;4976;2431
3917;05.08.2019;6;14;8;42;4290;1582
3918;04.12.2019;13;31;18;41;155;37
3919;19.12.2019;58;73;15;79;1220;80
3920;19.01.2020;11;26;15;42;4577;3866
3921;21.01.2020;31;66;35;46;1926;1286
3922;09.10.2019;100;103;3;97;1081;2401
3923;10.11.2019;31;53;22;58;345;3717
3924;09.09.2019;44;59;15;74;657;106
3925;22.11.2019;44;76;32;57;334;63
3926;25.10.2019;63;80;17;78;241;3649
3927;20.02.2020;58;93;35;62;2745;547
3928;26.01.2020;15;38;23;39;2523;3755
3929;25.10.2019;92;119;27;77;368;944
3930;03.04.2019;9;12;3;75;3808;1034
3931;29.11.2019;8;23;15;34;3038;1692
3932;24.05.2019;81;120;39;67;3533;3048
3933;15.06.2019;98;114;16;85;3639;3242
3934;14.07.2019;64;79;15;81;3022;3233
3935;26.07.2019;24;32;8;75;1524;886
3936;08.07.2019;7;11;4;63;4766;4504
3937;26.09.2019;29;58;29;50;2317;4007
3938;29.01.2020;98;99;1;98;4571;252
3939;20.02.2020;55;78;23;70;608;421
3940;01.10.2019;66;84;18;78;256;3464
3941;29.02.2020;88;116;28;75;3264;4190
3942;08.10.2019;100;107;7;93;4555;4929
3943;28.02.2020;58;85;27;68;1673;979
3944;28.06.2019;78;108;30;72;2353;1206
3945;19.06.2019;37;57;20;64;490;752
3946;12.03.2020;98;108;10;90;3298;4721
3947;27.04.2019;29;50;21;58;313;3571
3948;16.10.2019;47;75;28;62;2894;4619
3949;05.04.2019;61;101;40;60;4394;1686
3950;09.11.2019;55;70;15;78;3105;1503
3951;23.08.2019;28;55;27;50;1681;337
3952;28.03.2020;70;82;12;85;3309;4159
3953;22.06.2019;4;5;1;80;1767;3093
3954;11.09.2019;24;31;7;77;618;1464
3955;18.11.2019;28;61;33;45;3508;1067
3956;09.05.2019;10;12;2;83;831;4141
3957;28.04.2019;94;103;9;91;4166;1987
3958;29.06.2019;4;19;15;21;2259;1793
3959;10.03.2020;47;64;17;73;826;2691
3960;21.01.2020;80;100;20;80;1379;1170
3961;20.07.2019;70;75;5;93;1795;970
3962;08.07.2019;18;19;1;94;1803;4676
3963;09.08.2019;2;21;19;9;363;2376
3964;20.07.2019;21;47;26;44;2406;2783
3965;22.02.2020;8;14;6;57;1457;169
3966;22.02.2020;99;118;19;83;1994;2752
3967;09.10.2019;2;30;28;6;1777;4368
3968;26.06.2019;59;94;35;62;1922;1825
3969;20.11.2019;58;70;12;82;1233;1933
3970;15.05.2019;86;104;18;82;536;2665
3971;19.11.2019;54;67;13;80;4702;2662
3972;05.06.2019;64;77;13;83;1950;4324
3973;28.10.2019;48;88;40;54;848;1266
3974;07.11.2019;46;71;25;64;2225;73
3975;25.11.2019;68;95;27;71;4294;2874
3976;01.09.2019;37;41;4;90;2910;2354
3977;07.05.2019;10;25;15;40;3820;2717
3978;02.09.2019;47;56;9;83;3849;745
3979;25.01.2020;32;62;30;51;579;3027
3980;24.02.2020;11;19;8;57;3201;1702
3981;16.06.2019;32;34;2;94;3842;4180
3982;19.08.2019;7;32;25;21;3657;3538
3983;22.09.2019;64;76;12;84;81;4932
3984;11.11.2019;55;74;19;74;1762;443
3985;03.09.2019;99;107;8;92;2528;939
3986;30.03.2019;57;77;20;74;3909;894
3987;19.05.2019;98;125;27;78;1241;1141
3988;19.12.2019;81;103;22;78;911;4347
3989;04.11.2019;18;28;10;64;4097;4029
3990;01.12.2019;13;20;7;65;2357;573
3991;14.09.2019;38;69;31;55;4267;1266
3992;01.12.2019;78;90;12;86;1793;40
3993;14.01.2020;21;27;6;77;3117;3620
3994;25.10.2019;38;44;6;86;2648;2223
3995;05.03.2020;51;90;39;56;4524;519
3996;22.11.2019;19;58;39;32;3516;1455
3997;29.01.2020;77;84;7;91;2894;3639
3998;02.06.2019;1;17;16;5;389;227
3999;07.08.2019;20;44;24;45;2385;4789
4000;12.07.2019;37;75;38;49;2330;3091
4001;20.03.2020;96;97;1;98;1881;1356
4002;04.11.2019;55;75;20;73;4469;3424
4003;12.04.2019;70;106;36;66;805;2067
4004;20.08.2019;13;32;19;40;2342;2633
4005;03.09.2019;55;85;30;64;808;41
4006;15.07.2019;25;44;19;56;2018;2668
4007;15.07.2019;11;51;40;21;472;1083
4008;21.07.2019;30;32;2;93;2026;3239
4009;07.08.2019;86;98;12;87;2636;3767
4010;20.01.2020;64;100;36;64;1864;4687
4011;08.06.2019;49;61;12;80;735;2838
4012;05.10.2019;59;65;6;90;1986;3855
4013;30.05.2019;79;96;17;82;4162;2054
4014;24.07.2019;24;40;16;60;600;4631
4015;24.12.2019;64;72;8;88;2679;2776
4016;28.05.2019;49;79;30;62;2991;521
4017;15.03.2020;58;83;25;69;2021;501
4018;13.03.2020;18;27;9;66;3861;2971
4019;16.08.2019;10;28;18;35;3972;156
4020;22.01.2020;10;47;37;21;3833;2377
4021;26.10.2019;31;50;19;62;879;2431
4022;22.01.2020;15;46;31;32;62;1298
4023;08.08.2019;76;107;31;71;3844;1042
4024;27.02.2020;41;60;19;68;3746;4169
4025;05.05.2019;22;37;15;59;2065;4220
4026;14.08.2019;61;97;36;62;660;869
4027;04.08.2019;15;19;4;78;629;264
4028;07.05.2019;29;34;5;85;1293;3252
4029;28.03.2020;98;133;35;73;175;4531
4030;26.11.2019;5;28;23;17;586;495
4031;23.03.2020;55;70;15;78;4269;2841
4032;22.03.2020;95;115;20;82;3199;3554
4033;18.11.2019;20;58;38;34;779;4395
4034;06.05.2019;23;32;9;71;3486;2582
4035;08.06.2019;39;46;7;84;1602;4600
4036;24.08.2019;31;38;7;81;1076;2095
4037;16.08.2019;32;44;12;72;3709;4646
4038;19.11.2019;68;87;19;78;2945;1411
4039;15.07.2019;83;113;30;73;4365;1190
4040;05.07.2019;24;54;30;44;2391;692
4041;25.02.2020;48;55;7;87;1235;2454
4042;17.10.2019;24;25;1;96;2879;480
4043;02.09.2019;79;87;8;90;4140;3227
4044;01.10.2019;24;26;2;92;3069;4542
4045;12.05.2019;69;80;11;86;3192;603
4046;04.04.2019;11;35;24;31;1921;868
4047;26.04.2019;6;14;8;42;2535;786
4048;21.06.2019;52;72;20;72;1036;3985
4049;06.06.2019;91;124;33;73;1169;2217
4050;06.11.2019;19;57;38;33;1282;4506
4051;14.04.2019;48;77;29;62;818;3440
4052;15.01.2020;55;69;14;79;1618;3300
4053;17.03.2020;57;62;5;91;601;4991
4054;02.12.2019;2;3;1;66;2916;3525
4055;04.03.2020;23;63;40;36;4299;1507
4056;10.10.2019;57;94;37;60;2746;4331
4057;26.08.2019;37;77;40;48;1169;3833
4058;16.10.2019;15;54;39;27;3721;4297
4059;06.12.2019;96;120;24;80;2;3698
4060;13.12.2019;19;37;18;51;2415;2195
4061;03.07.2019;16;47;31;34;1362;2017
4062;25.04.2019;10;39;29;25;3737;855
4063;16.09.2019;8;10;2;80;4156;2669
4064;09.05.2019;77;116;39;66;1263;1542
4065;13.04.2019;48;61;13;78;1178;4713
4066;10.12.2019;87;118;31;73;3628;4394
4067;27.08.2019;24;63;39;38;936;3785
4068;31.01.2020;94;100;6;94;2021;3149
4069;29.04.2019;3;19;16;15;2691;3966
4070;30.01.2020;97;122;25;79;4443;3441
4071;01.04.2019;80;113;33;70;1076;272
4072;09.06.2019;41;60;19;68;416;454
4073;28.08.2019;70;108;38;64;3129;2399
4074;08.07.2019;100;103;3;97;431;2824
4075;18.03.2020;50;69;19;72;3424;1115
4076;22.03.2020;43;82;39;52;660;4292
4077;10.11.2019;64;87;23;73;1112;659
4078;31.10.2019;22;39;17;56;2102;62
4079;29.04.2019;26;32;6;81;343;3239
4080;11.01.2020;87;109;22;79;2603;2170
4081;18.08.2019;100;140;40;71;1881;3207
4082;29.11.2019;43;58;15;74;631;4467
4083;01.05.2019;9;29;20;31;572;2390
4084;31.12.2019;1;18;17;5;1462;839
4085;14.05.2019;55;76;21;72;4724;4628
4086;14.05.2019;8;21;13;38;570;215
4087;08.12.2019;77;92;15;83;452;3265
4088;28.08.2019;81;96;15;84;655;1937
4089;19.01.2020;47;71;24;66;2498;4307
4090;19.02.2020;25;64;39;39;4059;4693
4091;30.03.2019;72;102;30;70;1845;3823
4092;05.01.2020;69;89;20;77;2032;4237
4093;30.10.2019;90;129;39;69;4442;1962
4094;27.03.2020;46;73;27;63;4968;3739
4095;13.11.2019;20;58;38;34;4626;1901
4096;28.08.2019;62;86;24;72;554;3787
4097;29.08.2019;21;27;6;77;2513;3127
4098;15.10.2019;36;60;24;60;3665;2509
4099;06.07.2019;96;122;26;78;3783;3532
4100;12.09.2019;78;99;21;78;3965;946
4101;28.04.2019;26;48;22;54;1254;3903
4102;26.05.2019;14;53;39;26;1605;1118
4103;17.02.2020;86;111;25;77;2366;4678
4104;29.09.2019;8;45;37;17;4942;2428
4105;29.09.2019;46;75;29;61;2566;4772
4106;06.02.2020;77;87;10;88;2512;3689
4107;25.05.2019;25;38;13;65;469;901
4108;13.12.2019;69;74;5;93;1097;66
4109;17.07.2019;1;21;20;4;2064;1885
4110;25.09.2019;89;106;17;83;3490;3958
4111;04.02.2020;25;38;13;65;1093;597
4112;29.02.2020;28;37;9;75;4144;2714
4113;06.05.2019;45;81;36;55;1550;1518
4114;05.12.2019;37;57;20;64;1067;4442
4115;27.07.2019;42;74;32;56;1981;4318
4116;24.07.2019;11;42;31;26;4534;679
4117;23.03.2020;88;106;18;83;2171;1853
4118;07.09.2019;76;93;17;81;1180;4496
4119;31.01.2020;78;108;30;72;4008;961
4120;16.07.2019;78;113;35;69;318;325
4121;01.04.2019;32;48;16;66;282;3022
4122;29.02.2020;85;123;38;69;4081;3678
4123;21.08.2019;82;122;40;67;569;4244
4124;11.03.2020;56;92;36;60;249;2468
4125;28.01.2020;9;22;13;40;1032;3063
4126;09.12.2019;79;80;1;98;324;4734
4127;08.11.2019;63;75;12;84;3921;995
4128;22.03.2020;89;111;22;80;2177;35
4129;10.07.2019;11;46;35;23;2589;952
4130;24.02.2020;83;121;38;68;4951;2764
4131;19.05.2019;99;107;8;92;4736;1901
4132;03.08.2019;49;89;40;55;4213;4626
4133;11.04.2019;60;78;18;76;3499;4647
4134;26.03.2020;82;92;10;89;2688;4813
4135;23.02.2020;80;118;38;67;3752;2379
4136;31.12.2019;38;58;20;65;2619;2358
4137;27.02.2020;81;84;3;96;4524;2969
4138;12.03.2020;6;9;3;66;1523;2624
4139;29.08.2019;62;77;15;80;2906;1356
4140;08.07.2019;17;56;39;30;15;4993
4141;12.03.2020;27;54;27;50;1916;3898
4142;09.07.2019;72;109;37;66;623;1364
4143;19.12.2019;32;45;13;71;3142;3528
4144;04.12.2019;59;79;20;74;4984;1130
4145;06.05.2019;41;80;39;51;44;437
4146;13.06.2019;19;42;23;45;384;557
4147;02.10.2019;88;93;5;94;3301;4815
4148;20.12.2019;89;117;28;76;808;2346
4149;22.11.2019;92;128;36;71;1679;2379
4150;21.02.2020;23;55;32;41;2496;443
4151;07.01.2020;56;62;6;90;2449;561
4152;13.11.2019;3;37;34;8;1754;3312
4153;24.02.2020;98;102;4;96;2057;2628
4154;01.12.2019;36;55;19;65;4164;4289
4155;02.11.2019;14;21;7;66;1730;2578
4156;25.10.2019;56;62;6;90;4911;4274
4157;03.03.2020;60;92;32;65;3489;933
4158;16.02.2020;37;64;27;57;380;4736
4159;21.12.2019;3;14;11;21;4714;3066
4160;04.10.2019;36;60;24;60;1917;4842
4161;13.10.2019;23;41;18;56;2597;2120
4162;11.09.2019;5;6;1;83;1002;1022
4163;23.09.2019;82;122;40;67;3478;1630
4164;21.06.2019;89;92;3;96;1810;679
4165;03.03.2020;30;34;4;88;955;4912
4166;05.03.2020;76;96;20;79;168;618
4167;31.12.2019;63;80;17;78;2305;587
4168;28.10.2019;54;66;12;81;2707;729
4169;30.06.2019;54;62;8;87;4977;1309
4170;17.10.2019;91;103;12;88;381;4689
4171;30.03.2019;58;73;15;79;2175;307
4172;15.08.2019;39;54;15;72;1387;4970
4173;19.07.2019;73;103;30;70;576;2453
4174;06.11.2019;15;29;14;51;3396;3262
4175;14.02.2020;93;126;33;73;1395;2964
4176;25.09.2019;9;47;38;19;3265;340
4177;28.02.2020;62;91;29;68;721;2824
4178;16.03.2020;92;113;21;81;270;534
4179;06.12.2019;39;68;29;57;3773;3256
4180;03.02.2020;83;85;2;97;298;228
4181;27.10.2019;59;98;39;60;4273;4085
4182;15.02.2020;58;75;17;77;4503;4819
4183;09.01.2020;51;72;21;70;2699;4160
4184;17.01.2020;16;32;16;50;4412;3925
4185;28.09.2019;97;117;20;82;3923;584
4186;14.01.2020;37;72;35;51;3746;764
4187;04.07.2019;85;117;32;72;817;2395
4188;18.03.2020;2;34;32;5;3114;3236
4189;01.04.2019;73;95;22;76;927;1471
4190;14.06.2019;44;78;34;56;3863;2829
4191;15.11.2019;92;123;31;74;181;2449
4192;24.05.2019;69;101;32;68;659;3585
4193;23.08.2019;82;106;24;77;1015;1479
4194;01.11.2019;53;68;15;77;2736;3453
4195;10.02.2020;20;30;10;66;2455;3235
4196;12.08.2019;88;118;30;74;3223;3530
4197;29.12.2019;23;46;23;50;4329;4403
4198;08.06.2019;7;21;14;33;2676;3712
4199;13.06.2019;8;10;2;80;2128;648
4200;19.10.2019;10;29;19;34;4598;4156
4201;16.09.2019;61;99;38;61;2546;3943
4202;12.11.2019;20;51;31;39;3854;623
4203;12.07.2019;78;115;37;67;3744;3723
4204;19.05.2019;97;122;25;79;4655;1143
4205;22.08.2019;85;95;10;89;3554;3821
4206;25.12.2019;14;15;1;93;3406;322
4207;10.03.2020;83;118;35;70;1864;1277
4208;11.02.2020;88;120;32;73;1417;396
4209;30.05.2019;86;98;12;87;649;3559
4210;29.04.2019;35;41;6;85;1579;4549
4211;12.11.2019;84;108;24;77;3469;3573
4212;30.06.2019;32;58;26;55;3641;357
4213;20.06.2019;33;49;16;67;2796;1352
4214;17.11.2019;13;51;38;25;1931;2336
4215;02.05.2019;24;62;38;38;4801;4235
4216;12.07.2019;64;74;10;86;36;4749
4217;11.10.2019;13;48;35;27;1711;582
4218;12.01.2020;96;109;13;88;1811;3148
4219;07.03.2020;32;48;16;66;4125;2237
4220;01.10.2019;30;47;17;63;3070;1092
4221;06.01.2020;22;62;40;35;2326;18
4222;29.11.2019;96;117;21;82;3812;1932
4223;31.01.2020;48;65;17;73;4731;1327
4224;13.07.2019;85;125;40;68;1820;3977
4225;03.09.2019;91;123;32;73;2048;4908
4226;14.08.2019;12;27;15;44;2339;2922
4227;19.10.2019;66;97;31;68;3552;45
4228;05.12.2019;80;112;32;71;2779;1317
4229;29.11.2019;88;96;8;91;2210;3499
4230;26.10.2019;35;47;12;74;3775;4543
4231;14.11.2019;46;60;14;76;1281;889
4232;02.01.2020;32;68;36;47;641;2013
4233;21.03.2020;26;51;25;50;4682;899
4234;30.03.2019;43;53;10;81;4691;1748
4235;08.11.2019;7;37;30;18;3618;1548
4236;19.04.2019;93;125;32;74;4543;764
4237;17.11.2019;50;51;1;98;355;1238
4238;22.12.2019;35;55;20;63;2655;2523
4239;01.02.2020;60;62;2;96;2419;4041
4240;02.05.2019;36;64;28;56;1860;4387
4241;13.12.2019;56;93;37;60;2818;1528
4242;19.11.2019;76;108;32;70;2710;4150
4243;23.09.2019;5;18;13;27;1157;2576
4244;24.11.2019;70;79;9;88;2399;2082
4245;07.02.2020;86;100;14;86;3862;3797
4246;04.08.2019;38;55;17;69;869;4773
4247;28.09.2019;78;91;13;85;356;3188
4248;16.11.2019;13;39;26;33;2164;4056
4249;17.01.2020;47;58;11;81;1495;581
4250;25.06.2019;9;10;1;90;1939;2162
4251;09.02.2020;25;33;8;75;2804;1321
4252;14.01.2020;28;65;37;43;2554;4633
4253;03.12.2019;91;113;22;80;2255;972
4254;08.08.2019;94;131;37;71;1280;4068
4255;05.09.2019;25;50;25;50;2729;2151
4256;02.01.2020;73;78;5;93;4156;1082
4257;15.02.2020;14;40;26;35;4310;2231
4258;15.04.2019;31;38;7;81;4574;2220
4259;19.11.2019;45;82;37;54;2022;581
4260;08.09.2019;99;112;13;88;4318;2500
4261;18.08.2019;85;123;38;69;3837;4095
4262;31.10.2019;4;14;10;28;3582;4869
4263;21.08.2019;19;54;35;35;3670;2447
4264;08.07.2019;61;91;30;67;914;3692
4265;07.10.2019;23;58;35;39;3148;1165
4266;11.06.2019;4;29;25;13;1165;2742
4267;28.07.2019;98;118;20;83;4922;698
4268;18.01.2020;91;119;28;76;81;3523
4269;09.02.2020;1;35;34;2;4282;3606
4270;29.01.2020;91;93;2;97;3602;4403
4271;09.02.2020;69;78;9;88;4676;2376
4272;21.11.2019;6;32;26;18;1452;1126
4273;17.10.2019;85;103;18;82;29;805
4274;02.03.2020;57;58;1;98;4611;532
4275;20.07.2019;16;33;17;48;3699;1218
4276;25.01.2020;64;77;13;83;4469;1373
4277;27.12.2019;16;49;33;32;4003;725
4278;25.03.2020;80;88;8;90;3341;221
4279;13.09.2019;69;109;40;63;4468;1822
4280;02.10.2019;73;107;34;68;1735;612
4281;09.11.2019;92;107;15;85;3180;3819
4282;02.11.2019;57;87;30;65;323;1182
4283;13.10.2019;48;53;5;90;1951;2318
4284;25.09.2019;78;104;26;75;4524;3880
4285;17.08.2019;81;95;14;85;2832;3134
4286;14.09.2019;42;71;29;59;744;2614
4287;20.11.2019;25;64;39;39;3486;1002
4288;14.07.2019;69;85;16;81;4509;1947
4289;26.04.2019;66;86;20;76;813;686
4290;04.03.2020;16;26;10;61;1436;820
4291;17.09.2019;67;75;8;89;288;3014
4292;17.03.2020;42;81;39;51;272;1833
4293;25.04.2019;91;95;4;95;2979;1785
4294;16.01.2020;97;120;23;80;2294;894
4295;25.04.2019;90;93;3;96;2801;2836
4296;24.06.2019;52;57;5;91;3749;3328
4297;20.08.2019;21;41;20;51;457;4051
4298;10.09.2019;11;49;38;22;2191;4422
4299;14.11.2019;94;118;24;79;890;2288
4300;17.01.2020;95;104;9;91;938;3061
4301;14.02.2020;56;62;6;90;2488;3171
4302;16.06.2019;31;37;6;83;2763;4076
4303;13.01.2020;32;46;14;69;1976;4545
4304;30.11.2019;10;12;2;83;3223;969
4305;04.06.2019;80;112;32;71;2653;2772
4306;26.11.2019;53;57;4;92;4187;3381
4307;28.02.2020;51;82;31;62;1941;583
4308;28.02.2020;70;83;13;84;2857;3836
4309;04.08.2019;6;24;18;25;1008;1187
4310;13.10.2019;92;128;36;71;1203;4561
4311;23.07.2019;55;64;9;85;1464;1999
4312;28.02.2020;25;27;2;92;4962;4174
4313;22.01.2020;65;74;9;87;2975;1627
4314;08.05.2019;14;17;3;82;902;205
4315;03.10.2019;71;76;5;93;3257;3989
4316;16.01.2020;47;82;35;57;1187;3776
4317;14.09.2019;22;60;38;36;1106;3
4318;18.02.2020;76;98;22;77;3002;4078
4319;14.02.2020;43;51;8;84;657;2211
4320;11.03.2020;18;54;36;33;322;4806
4321;21.06.2019;74;99;25;74;3741;2021
4322;10.05.2019;49;69;20;71;2638;609
4323;27.10.2019;85;92;7;92;1246;1028
4324;09.06.2019;37;65;28;56;4021;2832
4325;05.05.2019;78;107;29;72;3477;3128
4326;11.08.2019;92;126;34;73;2657;3209
4327;08.06.2019;74;86;12;86;3082;1514
4328;07.06.2019;36;48;12;75;1010;4829
4329;21.04.2019;58;97;39;59;3155;2393
4330;24.07.2019;80;106;26;75;2356;2738
4331;04.08.2019;95;107;12;88;4997;1917
4332;13.03.2020;53;78;25;67;2918;4926
4333;29.06.2019;66;73;7;90;1835;2427
4334;23.01.2020;65;87;22;74;828;828
4335;19.05.2019;7;14;7;50;4322;4779
4336;16.01.2020;39;54;15;72;442;637
4337;20.05.2019;20;34;14;58;2475;3578
