id;square_feet;address;city;province;telephone;postal_code;longitude;latitude;sales_outlet_type_id;manager_staff_id
3602;2742;56 Prairie Rose Avenue;Birmingham;AL;205-103-0895;35205;-86,8059;33,4951;2;4543
3603;3706;55 Kim Hill;Cleveland;OH;216-683-2278;44105;-81,619;41,4509;1;3741
3604;3379;34159 Graceland Avenue;Sandy;UT;801-189-2515;84093;-111,831;40,5927;1;2086
3605;2357;6 Rusk Alley;Austin;TX;512-933-1633;78703;-97,7648;30,2907;1;1729
3606;1758;723 Lawn Trail;Washington;DC;202-288-0101;20220;-77,0146;38,8933;2;1598
3607;2873;2260 Longview Point;Richmond;CA;510-842-5951;94807;-121,9554;37,7772;1;2401
3608;1299;320 Dahle Street;Las Vegas;NV;702-428-2611;89140;-115,1471;36,086;1;2616
3609;3770;2 Montana Alley;Charlotte;NC;704-820-0712;28210;-80,8577;35,1316;2;3376
3610;3279;0550 Boyd Place;Columbus;OH;614-144-3538;43284;-83,0114;39,969;1;4136
3611;2137;01 Barby Trail;Durham;NC;919-871-1504;27717;-78,8577;36,0512;2;721
3612;3333;15 Debra Court;Boise;ID;208-686-6063;83705;-116,2191;43,5851;1;2756
3613;3897;7059 Commercial Junction;Fort Worth;TX;682-241-1630;76162;-97,2915;32,7714;2;1035
3614;2012;7587 Sachs Center;Miami;FL;786-161-9146;33124;-80,4582;25,5584;2;491
3615;2003;84064 West Center;South Lake Tahoe;CA;530-772-9279;96154;-120,0188;38,8753;2;84
3616;1454;4 Holmberg Park;Colorado Springs;CO;719-567-9449;80905;-104,837;38,8377;1;1664
3617;2066;0669 Ridge Oak Lane;Lafayette;LA;337-802-5421;70593;-92,0951;30,2081;2;104
3618;1904;87 Kensington Drive;Birmingham;AL;205-741-4526;35236;-86,9292;33,5446;1;3440
3619;2880;87847 Springs Center;Paterson;NJ;973-489-7078;07522;-74,1781;40,9252;1;2367
3620;1245;2813 Russell Street;Colorado Springs;CO;719-304-4767;80995;-104,562;38,8247;1;48
3621;3700;03 Mccormick Court;Richmond;VA;804-943-3348;23285;-77,4932;37,5242;1;488
3622;2459;57 Hintze Trail;Manassas;VA;434-877-0848;22111;-77,4391;38,7202;2;2171
3623;1835;83213 Lakewood Gardens Hill;Dayton;OH;937-396-0308;45408;-84,229;39,7395;2;2701
3624;1615;13748 Shelley Road;Dallas;TX;214-632-1209;75367;-96,7776;32,7673;1;78
3625;3318;28087 Fisk Parkway;Salt Lake City;UT;801-387-6957;84130;-111,9083;40,6681;1;4624
3626;2741;118 Golf Course Pass;Chattanooga;TN;423-750-3419;37405;-85,3082;35,0768;2;2214
3627;3002;39470 Esker Place;Cincinnati;OH;513-134-2425;45238;-84,6108;39,1092;2;3890
3628;3338;77811 Heath Drive;Portland;OR;971-984-9656;97240;-122,3748;45,5806;2;4432
3629;3152;9 Burrows Pass;Sacramento;CA;916-108-6192;94297;-121,4444;38,3774;2;4090
3630;1668;80475 Green Ridge Plaza;Detroit;MI;313-729-1779;48295;-83,1508;42,2399;2;2129
3631;2462;5 Luster Parkway;Gatesville;TX;254-130-4381;76598;-97,7993;31,3902;2;334
3632;3885;75 Bartelt Parkway;Gainesville;FL;352-166-2297;32605;-82,3679;29,6785;2;716
3633;3924;49 Summit Hill;Port Charlotte;FL;941-521-9638;33954;-82,1108;27,0228;1;4802
3634;3504;210 Longview Road;Houston;TX;713-580-4837;77212;-95,4342;29,834;1;539
3635;2820;14 Ridgeway Trail;El Paso;TX;915-904-3409;88546;-106,3;31,6948;2;4677
3636;1214;56 Tomscot Drive;Honolulu;HI;808-405-6902;96815;-157,8266;21,2811;2;4890
3637;2824;47 Stephen Pass;Orlando;FL;407-825-3610;32891;-81,2608;28,5663;1;1765
3638;1361;527 Moose Circle;Chesapeake;VA;757-489-2357;23324;-76,2666;36,8056;2;1626
3639;3378;66 Prairieview Plaza;New York City;NY;212-455-6954;10184;-73,9772;40,7808;1;757
3640;1351;4 Sutteridge Avenue;Tucson;AZ;520-418-6495;85737;-110,9466;32,4142;1;475
3641;3676;782 Dakota Pass;Ann Arbor;MI;734-838-8013;48107;-83,8366;42,2535;2;4267
3642;1723;1 Tennyson Plaza;Escondido;CA;760-916-8629;92030;-116,846;33,0169;2;2341
3643;1293;43869 Farwell Parkway;New York City;NY;212-190-7102;10150;-73,9772;40,7808;1;1585
3644;3266;74 Ludington Lane;Oklahoma City;OK;405-963-4777;73179;-97,6547;35,4242;1;1590
3645;3649;77610 Northport Park;Paterson;NJ;973-781-1269;07522;-74,1781;40,9252;1;3543
3646;3448;1972 Lotheville Street;Des Moines;IA;515-785-7806;50335;-93,5722;41,6727;2;1917
3647;2064;103 School Trail;Wichita Falls;TX;940-502-4827;76305;-98,3938;33,9995;1;554
3648;3069;5110 Crest Line Terrace;Pensacola;FL;850-815-1581;32575;-87,2758;30,6143;1;3352
3649;1847;41 Mayfield Road;Odessa;TX;432-648-4122;79764;-102,4375;31,8767;2;2368
3650;3783;56 Schiller Park;Baton Rouge;LA;225-290-7659;70805;-91,1481;30,486;1;3153
3651;3423;682 Comanche Center;Washington;DC;202-514-1947;20370;-77,0146;38,8933;2;579
3652;1770;4 Fallview Parkway;Memphis;TN;901-764-3916;38188;-89,9715;35,2017;2;292
3653;3597;1 Lien Parkway;Evansville;IN;812-871-7971;47737;-87,575;37,9971;2;1024
3654;1401;9819 Porter Plaza;Rochester;NY;585-783-4597;14619;-77,6481;43,1367;2;611
3655;3570;6351 Trailsway Center;Carson City;NV;775-743-5485;89706;-119,7526;39,2025;2;1461
3656;3683;2 Saint Paul Plaza;York;PA;717-123-2959;17405;-76,5972;40,0086;2;3521
3657;1589;523 Bartelt Park;Inglewood;CA;310-999-4835;90310;-118,2987;33,7866;1;1955
3658;2357;3 Gulseth Center;Norfolk;VA;757-266-9967;23514;-76,2397;36,9312;1;1072
3659;3855;593 Miller Way;Chicago;IL;773-695-8424;60624;-87,7223;41,8804;2;4756
3660;3081;04904 Laurel Alley;Memphis;TN;901-776-9578;38197;-89,9715;35,2017;2;3689
3661;1905;0891 Rieder Street;Pasadena;CA;626-461-8617;91117;-118,2987;33,7866;2;2364
3662;3329;8 Annamark Trail;Anaheim;CA;714-258-7649;92825;-117,9132;33,8356;1;1694
3663;2724;828 Gale Drive;Atlanta;GA;404-195-2072;30356;-84,0746;33,8913;2;3135
3664;3233;32 Katie Point;Memphis;TN;901-629-0886;38119;-89,8501;35,0821;2;1004
3665;3841;64086 West Drive;Silver Spring;MD;301-369-6975;20904;-76,9969;39,0668;2;1726
3666;3860;820 Graedel Drive;San Antonio;TX;210-690-5135;78296;-98,4616;29,4375;1;73
3667;1443;75 Paget Road;Hampton;VA;757-233-2087;23668;-76,3377;37,0206;2;205
3668;1697;50 Charing Cross Junction;San Francisco;CA;562-803-9997;94110;-122,4153;37,7509;2;4605
3669;3673;268 Tennyson Hill;Southfield;MI;810-731-6069;48076;-83,2058;42,4981;1;3999
3670;3262;07 Spaight Street;Great Neck;NY;516-823-3691;11024;-73,7416;40,8171;1;1527
3671;2831;880 Eggendart Street;Carol Stream;IL;309-913-5850;60351;-88,1208;41,9166;1;3440
3672;2703;2 Golf Center;Scranton;PA;570-627-6662;18505;-75,6657;41,3914;1;3991
3673;2800;7 Talmadge Parkway;North Hollywood;CA;213-958-0034;91616;-118,2987;33,7866;1;2182
3674;2746;68098 Helena Drive;Minneapolis;MN;763-151-0433;55448;-93,3021;45,1907;1;864
3675;3518;9809 Spohn Pass;New York City;NY;917-923-9017;10280;-74,0163;40,7105;2;4381
3676;1322;651 West Circle;Warren;MI;586-871-4618;48092;-83,0643;42,5125;1;3623
3677;3734;87199 Pepper Wood Court;Danbury;CT;203-989-9843;06816;-73,3637;41,3089;2;4835
3678;3583;54120 Eastwood Court;Charlotte;NC;704-677-7813;28210;-80,8577;35,1316;1;133
3679;3668;19 Logan Hill;Tampa;FL;813-192-0783;33647;-82,3678;28,1147;1;3729
3680;3403;42 Golf Course Park;Moreno Valley;CA;951-743-0506;92555;-117,1851;33,9377;1;4775
3681;3513;69734 Barby Way;Wichita;KS;316-603-0525;67205;-97,4269;37,7639;1;1562
3682;1818;14519 Golden Leaf Crossing;Yonkers;NY;914-184-0439;10705;-73,895;40,9177;1;4383
3683;3561;1 Dwight Plaza;Washington;DC;202-515-5735;20078;-77,0146;38,8933;2;3569
3684;2830;4 Reindahl Drive;Dayton;OH;937-264-4783;45440;-84,1136;39,6749;2;2356
3685;2612;699 Schmedeman Alley;Dayton;OH;937-980-1747;45408;-84,229;39,7395;2;3979
3686;1342;1289 Nobel Avenue;Champaign;IL;217-861-7262;61825;-88,1961;40,1399;2;3920
3687;1617;306 Meadow Vale Center;Rochester;NY;585-223-5824;14639;-77,6843;43,286;1;1567
3688;2396;3 Mayfield Place;San Jose;CA;408-223-2810;95123;-121,8306;37,2458;1;2239
3689;2076;59 Roth Street;Jacksonville;FL;904-428-7447;32236;-81,6831;30,3449;2;2075
3690;3623;34903 Kropf Pass;San Jose;CA;408-483-0116;95108;-121,8908;37,3378;2;4641
3691;3277;79 Troy Place;New York City;NY;212-120-2777;10260;-73,9772;40,7808;1;470
3692;1401;603 Prairieview Trail;Atlanta;GA;404-297-6135;30386;-84,474;33,8444;1;505
3693;3797;32550 Karstens Parkway;Lima;OH;419-428-9195;45807;-84,1383;40,7955;1;2503
3694;3334;762 Farwell Street;Cincinnati;OH;513-716-9356;45203;-84,5257;39,1075;2;883
3695;2928;4989 Melby Place;Chicago;IL;773-237-7270;60641;-87,7474;41,9453;1;4060
3696;2043;93 Sutteridge Way;Phoenix;AZ;602-180-8103;85072;-112,1872;33,2765;2;1123
3697;3817;3109 Boyd Pass;Omaha;NE;402-401-4284;68117;-95,9953;41,2064;1;434
3698;1277;090 North Avenue;Atlanta;GA;404-652-0561;30316;-84,3339;33,7217;1;3597
3699;1523;16 Meadow Vale Trail;San Luis Obispo;CA;805-272-8245;93407;-120,4553;35,3471;1;3402
3700;3599;48 Dottie Road;Oklahoma City;OK;405-680-2990;73104;-97,5017;35,4794;2;2030
3701;1860;98 Toban Plaza;Kansas City;MO;816-438-9240;64142;-94,3567;39,035;2;2876
3702;2509;4471 American Parkway;Albany;NY;518-556-4143;12227;-73,9708;42,6149;2;2933
3703;3224;774 Melody Court;Chula Vista;CA;619-193-5377;91913;-116,9852;32,6513;1;35
3704;2636;2 Crescent Oaks Way;Jamaica;NY;212-477-3426;11499;-73,8708;40,6514;2;556
3705;2043;0 Erie Lane;El Paso;TX;915-164-6917;88546;-106,3;31,6948;1;4280
3706;1615;04049 Maywood Lane;Harrisburg;PA;717-903-1586;17140;-76,8464;40,3086;2;370
3707;3407;148 Village Green Alley;Houston;TX;713-721-6001;77288;-95,4342;29,834;2;3465
3708;2433;6080 Fair Oaks Road;Palo Alto;CA;310-680-0414;94302;-121,7053;37,1894;2;1042
3709;1479;198 Paget Park;Pasadena;CA;626-993-4258;91109;-118,2987;33,7866;2;4342
3710;2101;88955 South Plaza;Tampa;FL;813-435-4832;33686;-82,4388;27,872;1;1765
3711;2612;4734 Kinsman Drive;Rochester;NY;585-831-7170;14609;-77,5637;43,174;1;4985
3712;3442;35 Nelson Junction;Pasadena;TX;281-850-9172;77505;-95,1464;29,6518;1;725
3713;1992;666 Oakridge Center;Fort Wayne;IN;260-777-1254;46857;-85,0707;41,0938;1;1349
3714;1683;21739 Sunnyside Plaza;Beaverton;OR;503-706-3518;97075;-123,1147;45,5486;1;2852
3715;2529;5417 Scofield Circle;Jackson;TN;731-438-1731;38308;-88,8412;35,6124;2;4924
3716;3551;740 Mcbride Plaza;Pasadena;CA;626-273-8140;91186;-118,2987;33,7866;1;4154
3717;3116;8728 Manley Way;Dallas;TX;972-677-4823;75221;-96,7877;32,8147;1;2169
3718;1695;8321 Mandrake Crossing;Albany;NY;518-383-0188;12205;-73,8207;42,7198;2;682
3719;3332;75530 Scoville Center;Charlotte;NC;704-790-5651;28263;-80,8432;35,2268;1;1425
3720;2510;86 Badeau Road;Washington;DC;202-356-3866;20404;-77,0089;38,8992;1;1243
3721;2019;94705 Bowman Center;Warren;OH;330-883-9913;44485;-80,8441;41,2405;1;2282
3722;1929;38 Vera Court;Arlington;TX;713-741-5972;76016;-97,1905;32,6889;1;4385
3723;3367;4 Marquette Avenue;Buffalo;NY;716-232-3567;14210;-78,8206;42,8614;1;1531
3724;3747;943 Steensland Point;Saint Cloud;MN;320-781-7701;56398;-94,5933;45,5289;2;819
3725;3104;1220 Morrow Court;Las Vegas;NV;702-473-3034;89150;-114,9721;35,9279;2;2981
3726;2771;26 Farmco Hill;Baltimore;MD;443-645-1869;21239;-76,5891;39,361;1;4802
3727;2890;7 Arrowood Pass;San Antonio;TX;210-275-7132;78235;-98,4422;29,3494;2;503
3728;1837;61423 Tony Point;Cleveland;OH;216-940-0909;44191;-81,6728;41,6857;1;730
3729;3813;60 Petterle Lane;Houston;TX;832-582-6659;77095;-95,6481;29,8941;2;859
3730;3273;64343 Iowa Junction;Atlanta;GA;404-383-9812;30368;-84,474;33,8444;1;1112
3731;3645;9412 Shasta Hill;Birmingham;AL;205-704-6101;35236;-86,9292;33,5446;1;2817
3732;2575;89809 School Circle;Springfield;IL;217-626-7800;62711;-89,7293;39,7655;1;1044
3733;1693;0054 Golf Course Place;Fresno;CA;559-986-5801;93778;-119,6397;36,7464;2;3760
3734;1759;2815 Golf View Parkway;Pasadena;TX;713-369-7132;77505;-95,1464;29,6518;1;1182
3735;1219;2304 Clarendon Terrace;Tallahassee;FL;850-634-2434;32314;-84,3462;30,4793;2;2235
3736;2891;08502 Michigan Pass;San Antonio;TX;210-583-3804;78220;-98,4128;29,4106;2;2939
3737;3406;068 Kedzie Parkway;Columbia;SC;803-799-9558;29240;-80,9708;34,006;1;132
3738;2869;4794 Mariners Cove Pass;Springfield;OH;937-808-5970;45505;-83,7856;39,9106;1;2264
3739;1730;5580 Jana Terrace;Saint Louis;MO;314-977-7775;63136;-90,27;38,7196;1;4251
3740;2362;54 Sage Trail;Newport News;VA;757-868-2760;23605;-76,4332;37,0156;2;3632
3741;3353;21276 Bayside Lane;Houston;TX;281-668-6219;77025;-95,4341;29,6889;1;1401
3742;1682;3636 Golden Leaf Way;Phoenix;AZ;602-748-6092;85062;-112,1872;33,2765;1;710
3743;2296;7 Parkside Pass;Houston;TX;713-901-0435;77250;-95,3629;29,7629;2;2104
3744;2886;656 Tennessee Road;Fresno;CA;559-198-6917;93750;-119,6397;36,7464;2;2752
3745;3821;93677 Karstens Drive;Rockville;MD;301-174-8020;20851;-77,1234;39,0763;1;4990
3746;1669;92391 Debra Center;Lafayette;LA;337-771-9747;70505;-92,0188;30,2023;1;4111
3747;3734;47044 Roth Plaza;Denver;CO;303-154-3465;80299;-104,4083;39,7388;1;649
3748;3480;8 Straubel Crossing;Tulsa;OK;918-165-6739;74184;-96,0297;36,1398;1;3277
3749;1566;2 Westerfield Junction;Jacksonville;FL;904-853-2145;32244;-81,7556;30,2231;1;3772
3750;2847;4974 Quincy Court;Milwaukee;WI;414-378-1896;53263;-88,0604;43,0746;1;3714
3751;2444;0980 Hallows Lane;Sterling;VA;571-848-1698;20167;-77,6452;39,0853;1;2376
3752;2509;68 Grasskamp Junction;Washington;DC;202-245-5759;20036;-77,0414;38,9087;2;1411
3753;2865;3789 Saint Paul Hill;Atlanta;GA;404-377-8351;30351;-84,474;33,8444;2;266
3754;2194;7326 Steensland Way;Washington;DC;202-364-5419;20503;-77,0431;38,9007;2;3974
3755;2861;6081 Sauthoff Pass;Orlando;FL;407-263-9201;32868;-81,2608;28,5663;2;3654
3756;1465;0 Northfield Hill;Lexington;KY;859-166-3808;40576;-84,4715;38,0283;1;3062
3757;3770;3202 Morning Drive;Saint Petersburg;FL;727-570-2863;33715;-82,7119;27,6705;1;6
3758;2383;47485 Springview Junction;Bridgeport;CT;203-471-7806;06673;-73,3637;41,3089;1;4697
3759;2097;4 Declaration Lane;Scottsdale;AZ;602-906-8746;85255;-111,8892;33,6968;2;2433
3760;2397;431 Michigan Trail;Pittsburgh;PA;412-608-7749;15279;-80,0248;40,4344;2;1468
3761;3810;03208 Main Plaza;Simi Valley;CA;805-947-4718;93094;-119,1343;34,0324;2;3203
3762;3240;11726 Gale Drive;Santa Clara;CA;858-689-4242;95054;-121,9623;37,3924;1;4742
3763;2601;9 Lakeland Center;Houston;TX;713-667-5930;77250;-95,3629;29,7629;1;4386
3764;1876;8 Novick Parkway;Little Rock;AR;501-746-9703;72215;-92,3925;34,7519;1;1280
3765;2903;536 Mallory Pass;Scottsdale;AZ;602-992-8741;85260;-111,8867;33,6013;2;2195
3766;3666;2082 Gina Trail;Moreno Valley;CA;951-962-0840;92555;-117,1851;33,9377;1;1262
3767;3123;23 Cody Pass;North Little Rock;AR;501-338-8156;72199;-92,2847;34,8272;1;783
3768;3263;407 Clarendon Alley;Shreveport;LA;318-342-6567;71105;-93,7143;32,4589;2;4036
3769;2858;323 Beilfuss Terrace;Tucson;AZ;520-499-5613;85737;-110,9466;32,4142;1;587
3770;2841;65 Buhler Alley;Chesapeake;VA;757-838-1702;23324;-76,2666;36,8056;1;205
3771;3906;817 Kenwood Pass;Olympia;WA;253-601-9643;98516;-122,7794;47,1126;1;3178
3772;1640;97 Shelley Way;Carlsbad;CA;760-583-0904;92013;-116,846;33,0169;2;3443
3773;2816;1071 Sunfield Court;Fargo;ND;701-721-4555;58122;-97,2297;46,9346;2;1854
3774;3682;43613 Stang Lane;Lincoln;NE;402-898-2864;68583;-96,6888;40,7845;1;2740
3775;3281;9637 Shelley Point;San Antonio;TX;210-361-2937;78205;-98,4925;29,4237;1;3089
3776;2369;951 Schurz Court;Savannah;GA;912-754-5796;31416;-81,0477;32,0053;1;3972
3777;2153;6156 Tennessee Circle;Schenectady;NY;518-654-2005;12325;-74,058;42,8333;1;1439
3778;1350;19 Thompson Place;New Orleans;LA;504-267-6339;70149;-89,8826;30,033;2;2545
3779;1420;39 Surrey Center;Louisville;KY;502-603-3761;40205;-85,6885;38,2222;1;1567
3780;3131;1 Crescent Oaks Crossing;Dallas;TX;972-372-1588;75251;-96,7751;32,9189;2;4717
3781;2895;49 3rd Trail;Helena;MT;406-813-2009;59623;-112,0402;46,5901;2;3438
3782;3318;319 Elmside Point;South Lake Tahoe;CA;530-190-3423;96154;-120,0188;38,8753;2;3680
3783;1495;05587 Bellgrove Trail;Fort Wayne;IN;260-681-1193;46814;-85,3058;41,0456;1;227
3784;3170;093 Thompson Road;Charleston;WV;304-525-6306;25356;-81,5547;38,2968;1;3135
3785;3658;445 Nancy Place;Stockton;CA;209-608-9522;95219;-121,3698;38,01;1;4037
3786;1456;20 Service Center;Miami;FL;786-935-9775;33153;-80,1936;25,8655;2;4849
3787;3509;3272 Acker Drive;Sacramento;CA;916-735-4323;95838;-121,444;38,6406;1;290
3788;1801;79 Bayside Crossing;Kansas City;KS;913-641-3256;66105;-94,6356;39,085;1;3444
3789;3434;86764 Tennyson Trail;Washington;DC;202-447-1626;20238;-77,0146;38,8933;1;3805
3790;2155;6583 Manitowish Place;Chula Vista;CA;619-825-8951;91913;-116,9852;32,6513;2;3586
3791;3990;72747 Glacier Hill Trail;Washington;DC;202-953-3724;20591;-77,0146;38,8933;2;2524
3792;2849;48 Talmadge Trail;Houston;TX;713-919-7545;77255;-95,4342;29,834;1;3379
3793;3447;1 Macpherson Center;Frankfort;KY;502-347-7279;40618;-84,8748;38,2341;1;4939
3794;2681;3 Reindahl Road;Tucson;AZ;520-427-0314;85732;-110,7122;32,0848;1;3241
3795;2157;615 Kinsman Park;Gastonia;NC;704-792-4083;28055;-81,1897;35,284;1;4318
3796;3814;42 Karstens Terrace;Oakland;CA;510-431-9055;94622;-122,2337;37,799;2;1836
3797;3403;0 Jenifer Park;Decatur;IL;217-574-2859;62525;-88,9815;39,854;2;828
3798;1594;2 Merry Pass;Homestead;FL;786-993-6368;33034;-80,6246;25,2846;1;2892
3799;3972;27 Banding Court;Washington;DC;202-565-3623;20244;-77,0146;38,8933;1;3509
3800;2458;8698 Eagan Place;Jacksonville;FL;904-525-5369;32204;-81,6854;30,3189;1;1399
3801;2661;92 Vahlen Place;Youngstown;OH;330-331-3243;44511;-80,6931;41,0704;1;4266
3802;2668;2 Starling Alley;Monroe;LA;318-246-1999;71208;-92,0756;32,4968;1;4405
3803;2207;4 Spohn Park;Lakeland;FL;863-503-0491;33811;-82,0139;27,9865;1;3786
3804;3525;0 Kipling Terrace;Anaheim;CA;310-975-1260;92805;-117,9086;33,8359;1;798
3805;2632;28 Corben Road;Jamaica;NY;516-816-1640;11407;-73,8059;40,6913;2;3433
3806;1812;4 Mallory Avenue;Springfield;IL;217-443-3002;62705;-89,606;39,7495;2;3629
3807;2556;029 Grayhawk Street;Salt Lake City;UT;801-902-8348;84135;-111,9083;40,6681;1;2651
3808;2070;843 Dottie Point;Valdosta;GA;229-468-4249;31605;-83,2474;30,946;1;3424
3809;2890;36244 Cottonwood Lane;Gainesville;GA;678-911-4804;30506;-83,8882;34,3562;1;2205
3810;3219;2792 Harper Street;Vienna;VA;571-779-4703;22184;-77,2888;38,8318;1;3979
3811;3895;9001 Eliot Way;Akron;OH;330-827-2216;44329;-81,5203;41,0655;2;3412
3812;2185;91159 Morningstar Way;Madison;WI;608-612-3004;53716;-89,3133;43,0631;1;1867
3813;2002;10461 Bluestem Drive;Miami;FL;786-515-7642;33111;-80,4582;25,5584;1;1821
3814;1662;06008 Southridge Pass;Frankfort;KY;502-221-6949;40618;-84,8748;38,2341;2;2102
3815;3580;64 Hayes Terrace;Alexandria;VA;571-492-2169;22333;-77,09;38,8158;2;1057
3816;1972;5 Westend Hill;San Jose;CA;714-893-9814;95128;-121,9356;37,3163;2;91
3817;2502;5662 Kedzie Pass;Washington;DC;202-361-3410;20404;-77,0089;38,8992;2;368
3818;1791;222 Nevada Trail;Seattle;WA;425-599-4216;98115;-122,2968;47,6849;1;3588
3819;2252;38625 North Hill;Salem;OR;503-162-4231;97306;-123,0438;44,8685;2;1603
3820;2139;0948 Summerview Road;Philadelphia;PA;215-841-3568;19120;-75,1213;40,0343;2;2101
3821;3943;447 Sutherland Trail;Dallas;TX;469-896-8035;75342;-96,7776;32,7673;2;2159
3822;1860;0 Northview Road;Washington;DC;202-992-4856;20051;-77,0146;38,8933;1;1
3823;2992;043 South Trail;Torrance;CA;310-953-9551;90505;-118,3507;33,8106;2;4346
3824;2573;525 Northport Park;Detroit;MI;313-543-0724;48275;-83,1508;42,2399;1;4985
3825;3474;96 Hintze Center;San Jose;CA;408-186-1273;95138;-121,7709;37,2602;1;83
3826;2886;1716 Clemons Alley;Akron;OH;330-825-0618;44329;-81,5203;41,0655;1;786
3827;2834;647 Grasskamp Drive;Topeka;KS;785-496-4838;66622;-95,7697;39,0429;1;2755
3828;3963;560 Homewood Drive;New Orleans;LA;504-258-3989;70149;-89,8826;30,033;2;3675
3829;1810;965 Elmside Park;Scottsdale;AZ;480-517-3342;85255;-111,8892;33,6968;2;3689
3830;1529;9726 Red Cloud Drive;San Bernardino;CA;951-840-0732;92410;-117,2975;34,1069;2;4814
3831;3308;1138 Crownhardt Avenue;Pensacola;FL;850-110-1838;32526;-87,3179;30,4756;2;607
3832;1865;94 Holmberg Park;El Paso;TX;915-438-3468;88579;-106,3;31,6948;2;2162
3833;3339;5472 Independence Point;Greeley;CO;970-800-8290;80638;-104,315;40,5009;1;1640
3834;2255;64 Lyons Plaza;Hartford;CT;860-513-1672;06120;-72,6758;41,786;1;2549
3835;3001;35176 Loomis Crossing;Chicago;IL;773-795-0628;60619;-87,6054;41,7458;2;3505
3836;1850;17901 Green Ridge Circle;Spartanburg;SC;864-395-4167;29319;-81,969;34,8882;1;1109
3837;3725;4893 Hovde Lane;Montgomery;AL;334-789-9993;36104;-86,3081;32,373;1;1923
3838;3807;1 Porter Way;Irvine;CA;714-520-8858;92717;-117,8398;33,6462;2;2906
3839;1527;44219 Fair Oaks Plaza;Battle Creek;MI;269-732-6399;49018;-85,0045;42,2464;1;3701
3840;2921;62 Morning Court;Albany;NY;518-907-2023;12205;-73,8207;42,7198;1;2855
3841;3475;3 3rd Pass;Silver Spring;MD;240-712-3106;20918;-77,2076;39,144;2;1299
3842;2560;54 Maple Wood Parkway;Ventura;CA;805-566-7147;93005;-119,1343;34,0324;2;1756
3843;1298;4 Merry Plaza;Charleston;WV;304-356-0738;25313;-81,7582;38,4142;2;2227
3844;2353;54 Southridge Drive;New York City;NY;212-515-2314;10150;-73,9772;40,7808;1;1451
3845;1483;7 Crowley Center;Jersey City;NJ;201-682-6108;07305;-74,089;40,702;2;2705
3846;3479;1 Anhalt Place;Helena;MT;406-920-9684;59623;-112,0402;46,5901;2;3035
3847;3438;0267 Loeprich Park;Saint Louis;MO;314-830-1263;63104;-90,2185;38,6128;2;4102
3848;3653;23 Union Alley;Tulsa;OK;918-825-3034;74156;-95,9605;36,3024;2;4361
3849;2842;591 Blue Bill Park Parkway;New York City;NY;212-952-2534;10115;-73,9642;40,8111;1;2865
3850;2795;0897 Magdeline Crossing;Oklahoma City;OK;405-327-2709;73142;-97,6251;35,599;2;2760
3851;1759;447 8th Circle;Sacramento;CA;916-178-9642;94250;-121,4444;38,3774;1;3445
3852;3242;5 Grover Street;Philadelphia;PA;215-277-1578;19146;-75,1794;39,9379;2;2033
3853;2279;7849 Algoma Center;Colorado Springs;CO;719-311-6808;80940;-104,562;38,8247;1;4679
3854;1291;95290 Delladonna Plaza;Harrisburg;PA;717-672-2354;17121;-76,8938;40,2944;2;3825
3855;1514;953 Redwing Avenue;Seattle;WA;206-503-8463;98195;-122,3048;47,6564;2;518
3856;3501;1 Raven Crossing;Scranton;PA;570-287-4817;18505;-75,6657;41,3914;2;3285
3857;3125;514 Manufacturers Drive;Phoenix;AZ;602-506-8778;85005;-112,1872;33,2765;2;3088
3858;2960;924 Bobwhite Lane;Houston;TX;832-140-5368;77075;-95,26;29,6223;1;4528
3859;1948;312 Donald Park;Norfolk;VA;757-878-8609;23514;-76,2397;36,9312;2;3735
3860;3593;9260 Homewood Trail;Sacramento;CA;916-591-9792;95852;-121,4475;38,6026;1;2608
3861;1512;2 Becker Lane;Boise;ID;208-226-2788;83705;-116,2191;43,5851;1;4352
3862;2062;59479 Emmet Drive;Miami;FL;954-382-0870;33142;-80,232;25,813;2;4913
3863;3147;8 Bluestem Point;Honolulu;HI;808-680-6755;96820;-157,8795;21,351;1;3815
3864;1576;20 Hazelcrest Junction;Philadelphia;PA;215-225-3637;19136;-75,0244;40,0422;2;642
3865;2610;695 American Ash Terrace;Austin;TX;512-288-3335;78759;-97,7526;30,4036;2;2297
3866;3732;71 Loeprich Drive;New York City;NY;646-873-0922;10039;-73,9383;40,8265;1;1752
3867;3092;79 Charing Cross Park;Dallas;TX;214-623-7380;75260;-96,7776;32,7673;1;1959
3868;3945;53 Bashford Park;White Plains;NY;914-661-4700;10633;-73,733;41,119;2;1316
3869;3465;82 Talisman Lane;Louisville;KY;502-105-7334;40287;-85,6768;38,189;1;3101
3870;1520;815 David Parkway;Mesa;AZ;602-242-1271;85210;-111,8428;33,3887;1;3563
3871;1559;53072 Sauthoff Trail;Indianapolis;IN;317-966-7600;46221;-86,1924;39,7509;1;3425
3872;2711;11876 Gateway Center;Tallahassee;FL;850-752-5779;32304;-84,3211;30,4478;1;4297
3873;3705;7572 Hollow Ridge Junction;Odessa;TX;432-428-7455;79769;-102,567;31,7466;1;2677
3874;3667;52572 Maple Plaza;Wilmington;DE;302-555-2468;19886;-75,597;39,5645;1;1693
3875;3155;2497 Jay Center;Salt Lake City;UT;801-676-9132;84145;-111,9083;40,6681;1;4855
3876;1717;17 East Alley;Jacksonville;FL;904-881-7443;32259;-81,6217;30,0956;2;1275
